epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
115,6575.42,1.08245,1.93381,0.37872,0.01477,0.57295,0.37629,0.31916,0.30878,0.18448,0.3825,0.32136,0.30475,0.17998,1.08441,2.64932,0.48303,0.01415,0,0.000206251,0.000206251,0.000206251
116,6631.9,1.05662,1.89921,0.38043,0.01394,0.5594,0.35642,0.34672,0.29719,0.18796,0.35408,0.34822,0.29286,0.18039,1.09542,2.56429,0.478,0.0142,0,0.000200753,0.000200753,0.000200753
117,6686.84,1.09707,1.91918,0.37843,0.01513,0.57394,0.33828,0.35176,0.30922,0.19612,0.34709,0.34462,0.30187,0.19329,1.12421,2.56228,0.47316,0.01445,0,0.000195255,0.000195255,0.000195255
118,6745.07,1.01657,1.82665,0.38263,0.01369,0.55439,0.35242,0.35182,0.30642,0.19591,0.35336,0.34384,0.29867,0.18654,1.08641,2.55139,0.47862,0.01384,0,0.000189757,0.000189757,0.000189757
119,6804.18,1.05483,1.89818,0.38138,0.01455,0.56472,0.34497,0.34153,0.29635,0.19067,0.34698,0.335,0.28925,0.17955,1.10864,2.59212,0.47762,0.01449,0,0.00018426,0.00018426,0.00018426
120,6861.48,1.08206,1.90218,0.38005,0.01472,0.57196,0.39409,0.32369,0.31242,0.20106,0.38845,0.31819,0.30483,0.19406,1.11528,2.59426,0.47504,0.01448,0,0.000178762,0.000178762,0.000178762
121,6918.45,1.04184,1.8432,0.37656,0.01412,0.55843,0.34656,0.33967,0.30358,0.19335,0.34008,0.33611,0.29737,0.18687,1.08435,2.56611,0.4738,0.01387,0,0.000173264,0.000173264,0.000173264
122,6972.78,1.06411,1.88408,0.37246,0.01449,0.54972,0.36709,0.34105,0.29601,0.18414,0.38573,0.3242,0.28702,0.17777,1.11208,2.65365,0.47551,0.01431,0,0.000167766,0.000167766,0.000167766
123,7026.46,1.06833,1.86565,0.36642,0.0149,0.53633,0.35831,0.32853,0.29988,0.18751,0.3569,0.3253,0.29443,0.17996,1.10576,2.58193,0.47794,0.01437,0,0.000162268,0.000162268,0.000162268
124,7084.29,1.08932,1.96242,0.37371,0.01488,0.55576,0.35387,0.35056,0.30782,0.19155,0.3686,0.33141,0.30261,0.1871,1.08606,2.59792,0.48296,0.01396,0,0.000156771,0.000156771,0.000156771
125,7141.34,1.02792,1.8187,0.37211,0.01347,0.54967,0.36973,0.34905,0.31617,0.19689,0.36921,0.31137,0.30476,0.18752,1.08627,2.56116,0.47905,0.01395,0,0.000151273,0.000151273,0.000151273
126,7198.49,1.09231,1.88684,0.36651,0.01476,0.56475,0.35757,0.33226,0.30554,0.18973,0.34961,0.31965,0.29471,0.18169,1.09082,2.59986,0.48274,0.01419,0,0.000145775,0.000145775,0.000145775
127,7255.31,1.04354,1.9068,0.36942,0.01423,0.54185,0.35041,0.33616,0.29655,0.18412,0.34778,0.3321,0.29021,0.17375,1.09341,2.55375,0.47886,0.01432,0,0.000140277,0.000140277,0.000140277
128,7309.27,1.09164,1.89967,0.3635,0.01548,0.54157,0.37344,0.33494,0.30837,0.19308,0.37727,0.34025,0.30578,0.18304,1.09799,2.61443,0.47319,0.01425,0,0.000134779,0.000134779,0.000134779
129,7363.61,1.02035,1.8397,0.36383,0.01336,0.53517,0.35454,0.32654,0.31117,0.19371,0.34664,0.32152,0.29911,0.18007,1.09008,2.54673,0.47369,0.01397,0,0.000129282,0.000129282,0.000129282
130,7418.74,1.04936,1.86102,0.36034,0.01426,0.5455,0.35989,0.33525,0.30526,0.18992,0.35463,0.33334,0.30011,0.18052,1.08191,2.59779,0.48183,0.0142,0,0.000123784,0.000123784,0.000123784
131,7474.65,1.06295,1.8726,0.36127,0.01415,0.54043,0.32959,0.3541,0.30767,0.19131,0.33051,0.35194,0.30044,0.18255,1.08577,2.55935,0.47351,0.01407,0,0.000118286,0.000118286,0.000118286
132,7533.03,1.04656,1.85843,0.36243,0.01397,0.53314,0.36598,0.33734,0.31727,0.19629,0.37459,0.33623,0.30965,0.18792,1.08698,2.56955,0.46995,0.01412,0,0.000112788,0.000112788,0.000112788
133,7589.89,1.0497,1.81038,0.36482,0.01414,0.5422,0.37969,0.31858,0.31717,0.19846,0.3743,0.31794,0.31081,0.19305,1.08677,2.55857,0.47936,0.01401,0,0.00010729,0.00010729,0.00010729
134,7646,1.03446,1.77586,0.35967,0.01418,0.53469,0.36584,0.3092,0.31371,0.18979,0.35482,0.30351,0.3068,0.18431,1.08508,2.57927,0.48103,0.01389,0,0.000101793,0.000101793,0.000101793
135,7699.86,1.03072,1.8338,0.35778,0.01378,0.52803,0.36913,0.33155,0.31631,0.19377,0.36184,0.32856,0.30815,0.18614,1.09081,2.60254,0.47811,0.01438,0,9.62948e-05,9.62948e-05,9.62948e-05
